"","spp1","spp2","spp3","spp4","spp5","spp6","spp7","spp8","spp9","spp10","spp11","spp12","spp13","spp14","spp15","spp16","spp17","spp18","spp19","spp20","spp21","spp22","spp23","spp24","spp25","spp26","spp27","spp28","spp29","spp30","spp31","spp32","spp33","spp34","spp35","spp36","spp37","spp38","spp39","spp40","spp41","spp42","spp43","spp44","spp45","spp46","spp47","spp48","spp49","spp50","spp51","spp52","spp53","spp54","spp55","spp56","spp57","spp58","spp59","spp60","spp61","spp62","spp63","spp64","spp65","spp66","spp67","spp68","spp69","spp70","spp71","spp72","spp73","spp74","spp75","spp76","spp77","spp78","spp79","spp80","spp81","spp82","spp83","spp84","spp85","spp86","spp87","spp88","spp89","spp90","spp91","spp92","spp93","spp94","spp95","spp96","spp97","spp98","spp99","spp100","spp101","spp102","spp103","spp104","spp105","spp106","spp107","spp108","spp109","spp110","spp111","spp112","spp113","spp114","spp115","spp116","spp117","spp118","spp119","spp120","spp121","spp122","spp123","spp124","spp125","spp126","spp127","spp128","spp129","spp130","spp131","spp132","spp133","spp134","spp135","spp136","spp137","spp138","spp139","spp140","spp141","spp142","spp143","spp144","spp145","spp146","spp147","spp148","spp149","spp150","spp151","spp152","spp153","spp154","spp155","spp156","spp157","spp158","spp159","spp160","spp161","spp162","spp163","spp164","spp165","spp166","spp167","spp168","spp169","spp170","spp171","spp172","spp173","spp174","spp175","spp176","spp177","spp178","spp179","spp180","spp181","spp182","spp183","spp184","spp185","spp186","spp187","spp188","spp189","spp190","spp191","spp192","spp193","spp194","spp195","spp196","spp197","spp198","spp199","spp200"
"loc803",0,7,0,0,2,0,17,0,0,1,1,0,0,0,7,1,0,0,0,2,0,2,0,0,10,0,0,1,0,1,9,0,1,0,0,0,0,0,3,5,0,3,3,0,7,0,0,0,0,5,0,0,0,3,0,0,3,1,0,0,0,2,0,0,1,1,0,5,2,1,2,1,0,0,0,0,2,0,3,0,3,1,2,0,0,0,0,6,0,0,1,1,14,0,0,8,0,3,0,0,1,3,6,7,5,1,0,1,5,3,0,1,7,0,1,3,5,3,0,6,2,0,5,0,0,2,0,0,1,2,0,3,2,1,1,1,0,2,1,1,0,0,3,1,0,0,0,4,4,4,0,9,3,1,0,3,3,5,0,4,10,9,1,0,0,1,0,0,1,1,1,0,5,4,6,1,0,1,0,3,0,3,0,0,0,0,5,0,0,0,0,1,4,2,0,0,0,6,2,3
"loc804",0,0,2,17,6,0,0,1,7,6,1,2,6,2,0,2,0,1,1,1,3,5,1,1,5,3,2,0,1,0,1,0,0,0,1,13,0,10,0,2,1,3,0,0,3,1,3,0,0,0,1,2,0,3,3,0,4,0,5,0,0,3,0,2,5,1,1,1,2,1,5,2,0,1,2,0,4,1,1,1,0,2,7,1,1,3,0,3,0,0,0,0,2,4,2,1,4,1,3,1,0,1,0,0,1,1,1,5,3,0,0,5,1,2,2,0,1,3,0,0,5,1,1,1,2,2,1,0,2,3,1,3,3,5,0,4,1,0,2,1,3,0,4,0,1,0,0,0,2,0,1,1,4,0,5,4,1,1,0,2,5,3,2,2,1,1,4,2,4,3,0,2,9,1,1,0,1,0,0,2,0,1,2,1,0,5,0,1,0,0,5,1,0,5,11,1,0,0,1,0
"loc805",0,0,0,0,10,0,0,0,0,7,2,0,0,5,1,0,0,0,0,0,0,1,1,0,4,0,0,0,0,2,0,0,0,0,4,1,1,0,0,3,0,1,0,0,3,6,1,0,0,0,0,3,0,0,0,0,0,5,0,0,1,0,1,3,2,0,2,1,0,0,0,6,2,0,5,3,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,4,1,1,1,2,1,6,1,0,1,3,0,2,5,0,4,6,0,0,0,0,2,1,1,0,4,3,0,4,1,0,1,0,2,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,2,2,0,3,1,0,1,5,0,0,0,2,3,0,6,1,1,1,5,2,2,0,2,2,2,1,0,0,0,0,0,2,0,2,4,0,0,0,0,0,2,3,0,1,0,1
"loc806",0,0,0,0,23,0,0,0,0,12,1,0,0,7,3,1,0,1,3,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,5,7,1,1,1,2,1,4,0,0,6,10,0,1,0,0,0,6,0,0,2,0,0,3,0,1,5,2,1,8,10,0,5,0,1,0,1,7,2,2,3,1,0,1,3,0,0,0,8,0,0,3,1,0,0,0,0,0,1,5,0,0,0,3,0,3,0,8,3,0,2,0,0,9,3,0,0,5,0,0,3,0,3,4,2,1,0,0,1,5,3,0,0,2,1,2,2,0,0,0,5,3,1,0,3,0,0,1,4,1,0,0,0,4,0,0,0,0,4,0,8,5,1,7,0,0,8,1,0,0,0,8,2,0,8,0,6,0,1,0,5,0,1,2,0,2,0,0,0,1,0,5,0,7,4,0,1,0,0,0,5,4,0,0,4,1
"loc807",0,0,0,0,8,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,3,0,0,3,0,0,10,1,0,1,2,0,1,0,2,2,0,1,2,0,0,1,0,0,0,3,0,0,2,0,1,0,0,1,1,0,2,1,0,0,1,0,2,0,2,2,0,1,1,1,4,3,0,1,5,2,0,0,0,0,5,0,0,0,1,1,3,2,0,2,1,0,3,0,0,1,0,0,4,2,0,2,0,0,1,0,2,0,1,0,1,0,0,0,1,3,0,1,1,0,1,0,0,4,1,0,0,0,2,2,0,5,0,3,0,4,0,4,0,0,4,0,2,0,0,0,0,0,1,0,1,3,0,0,0,0,0,3,1,0,0,1,0
"loc808",0,0,12,0,1,0,0,18,0,2,1,0,4,1,3,7,3,1,2,0,0,2,8,0,6,1,5,1,0,0,4,6,3,1,0,6,0,3,1,1,1,1,2,1,0,4,1,0,0,0,0,1,0,1,7,0,2,1,1,0,0,2,4,0,1,0,1,7,4,6,9,0,9,2,1,0,1,3,6,0,0,4,4,5,7,0,1,0,0,0,0,0,1,4,1,4,1,0,1,3,4,3,0,2,0,1,0,13,0,0,0,1,5,4,2,0,1,12,0,1,2,2,3,2,0,1,4,3,4,4,1,3,0,0,0,4,0,0,0,2,0,0,0,0,2,4,1,0,0,5,2,1,4,0,0,0,4,0,0,0,3,0,2,0,0,0,2,1,4,4,2,0,6,0,5,0,9,1,0,1,2,0,0,1,1,3,2,6,0,0,9,0,5,1,1,0,0,2,0,0
"loc809",0,0,0,5,0,0,0,0,5,1,0,0,2,0,1,0,0,0,0,0,0,5,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,5,0,2,0,1,0,0,1,0,2,1,0,0,0,1,0,1,0,0,3,0,2,0,0,1,0,0,2,1,0,0,2,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,1,2,0,0,1,3,0,0,0,0,0
"loc810",0,0,0,0,19,0,0,0,0,16,0,0,0,4,1,0,0,2,0,0,0,0,1,5,10,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,1,1,0,0,3,6,0,0,0,1,0,5,1,0,4,0,1,10,0,1,1,0,0,9,9,0,3,1,0,0,0,2,4,4,4,2,0,0,2,0,2,0,4,0,1,6,0,0,1,0,0,0,0,3,0,1,1,1,0,0,0,5,1,1,1,1,0,11,2,0,0,2,1,4,6,1,3,8,0,1,0,0,1,3,0,0,2,1,2,4,1,0,1,0,5,2,5,0,7,0,1,0,3,2,0,1,0,1,1,0,0,2,11,0,7,2,0,5,0,0,6,5,0,0,0,7,6,0,6,0,6,2,6,1,5,0,2,1,0,4,0,0,2,1,0,0,0,4,5,0,1,0,0,0,3,7,0,0,0,2
"loc811",3,0,1,0,1,1,0,1,0,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,3,1,4,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,2,0,0,0,3,1,1,0,0,2,0,1,0,0,0,0,2,0,1,3,1,1,0,0,0,0,3,0,1,3,0,0,0,0,1,0,0,2,0,0,0,2,2,1,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,1,1,2,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,1,1,2,1,0,0,1,0,1,1,0
"loc812",1,1,0,25,1,1,1,0,10,0,0,0,4,0,0,0,0,1,0,0,7,3,3,1,0,4,2,0,1,1,1,1,1,0,0,6,0,6,0,6,0,5,1,3,0,1,8,1,1,0,7,1,1,6,0,1,4,1,2,0,1,1,0,0,8,3,1,1,1,0,5,0,1,1,1,0,3,3,1,0,1,6,7,1,1,0,0,1,0,0,0,1,6,1,2,2,2,0,0,0,1,0,0,1,0,4,3,4,2,1,0,7,0,3,0,0,1,0,0,0,3,0,3,0,0,5,0,0,0,3,2,1,6,4,1,0,0,0,4,0,3,0,3,0,2,0,0,0,2,1,2,0,1,0,3,0,0,3,0,1,2,1,2,9,0,0,1,0,2,1,0,0,8,0,0,0,3,0,0,4,1,0,5,0,2,7,0,2,0,0,5,1,0,9,2,1,0,0,1,0
"loc813",0,0,0,0,22,0,0,0,0,19,3,0,0,7,4,0,0,0,0,0,0,1,0,4,8,0,0,0,1,0,0,0,0,1,2,12,0,1,0,3,1,3,0,0,0,11,1,0,0,0,1,4,0,1,1,1,1,4,0,0,7,0,0,16,10,0,5,0,0,0,0,2,2,3,2,3,0,0,1,0,0,0,3,0,2,4,0,0,1,0,0,0,0,3,0,0,0,0,0,4,0,4,3,1,3,3,0,13,2,0,1,6,1,4,3,0,2,10,0,0,0,0,2,5,1,0,2,8,0,1,1,0,0,0,1,6,2,0,6,0,0,0,4,1,0,0,1,4,0,0,1,0,8,0,9,6,0,4,0,0,2,0,1,2,1,6,4,0,6,0,11,1,4,0,8,0,5,5,0,2,0,1,0,0,1,2,1,8,2,0,1,0,1,0,4,4,0,0,0,0
"loc814",0,0,0,0,7,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,2,0,0,2,0,1,3,1,0,1,0,0,4,4,0,1,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,3,1,1,0,2,1,1,1,0,1,4,0,1,0,0,2,0,2,0,1,4,0,0,0,0,0,0,2,5,2,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,4,1,4,1,0,2,0,0,4,2,0,0,0,2,2,0,2,1,5,0,5,0,4,0,0,3,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"loc815",0,0,0,0,23,0,0,0,0,15,2,0,1,10,1,0,1,0,0,0,1,0,0,4,7,0,0,0,0,0,1,0,0,0,3,7,0,1,1,3,2,2,0,0,6,9,0,0,0,0,0,5,0,0,6,1,0,7,0,0,3,0,0,8,5,1,3,1,0,0,0,4,2,6,2,2,2,0,0,0,1,0,5,0,1,6,1,0,0,1,0,0,0,5,1,0,1,0,0,4,3,4,4,0,1,2,0,6,1,0,0,10,1,3,4,0,4,5,0,0,0,1,4,6,3,0,1,2,0,4,2,0,1,0,3,1,4,0,4,1,0,1,4,5,0,0,0,2,1,1,0,0,7,0,9,3,0,3,0,0,7,7,0,0,0,2,3,0,10,0,7,0,7,0,5,0,3,3,0,2,0,0,0,1,1,4,0,3,4,1,0,0,0,0,4,5,0,0,0,0
"loc816",9,0,0,0,0,10,0,0,0,0,1,0,0,0,5,5,5,0,6,0,0,0,0,0,1,2,1,0,6,0,2,0,0,0,0,0,7,4,3,0,0,0,0,2,0,1,2,3,1,0,0,0,0,1,1,0,1,2,1,3,0,3,0,0,1,0,0,5,3,0,0,0,2,4,0,0,0,9,1,0,2,0,0,1,4,0,0,0,0,0,2,0,3,4,3,0,0,0,0,0,0,1,1,1,4,3,11,0,0,0,3,2,0,0,0,0,1,6,2,0,1,0,2,2,2,0,1,1,0,0,1,2,8,3,0,1,0,0,5,2,0,3,1,0,0,3,1,0,1,0,1,6,0,1,1,0,1,5,1,0,1,5,0,0,1,1,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,1,4,3,3,4,0,0,0,0,1,4,2
"loc817",0,2,0,1,13,0,1,0,0,15,2,0,0,4,2,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0,2,1,2,8,0,1,0,1,0,2,0,0,9,7,0,0,0,1,0,5,0,0,2,1,0,4,0,0,2,1,0,6,5,0,2,1,0,0,1,4,2,2,3,0,1,0,1,0,0,0,7,0,0,4,0,1,0,0,0,0,1,4,0,0,0,1,0,2,0,3,3,0,1,2,0,6,0,1,0,5,0,2,1,0,4,3,0,2,1,0,1,1,1,0,1,2,0,0,4,1,3,0,0,2,3,0,2,0,0,0,4,3,0,0,0,0,0,0,0,1,1,0,6,4,0,4,0,0,5,5,0,0,0,3,1,1,2,0,6,0,4,1,6,0,2,6,0,1,0,1,0,0,0,5,2,3,1,0,0,0,0,0,4,5,0,1,0,0
"loc818",0,0,0,0,9,0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,2,2,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,6,8,1,2,0,0,0,0,2,5,2,3,2,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,7,0,1,5,0,3,4,0,0,0,0,0,1,2,0,0,3,0,2,1,0,0,0,2,1,0,0,3,0,0,0,1,3,0,0,0,1,0,0,0,0,6,0,3,1,0,4,0,0,5,1,0,0,0,0,0,0,5,0,6,0,4,0,5,0,0,2,0,1,0,0,0,1,0,2,0,2,1,0,0,1,0,0,4,3,0,0,0,0
"loc819",0,0,0,0,9,0,0,0,1,6,1,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,2,8,0,1,0,0,0,0,0,0,1,0,0,2,1,0,2,0,2,3,6,0,2,1,0,0,0,3,3,1,3,1,0,0,4,0,0,0,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,4,0,0,0,1,0,0,4,0,3,3,0,0,0,2,3,4,0,0,0,1,1,2,2,1,1,0,4,4,0,1,0,0,0,1,3,2,0,0,0,0,1,0,0,0,3,1,4,6,0,3,0,0,4,2,0,1,0,2,2,2,4,1,5,0,3,0,3,0,0,3,0,2,0,0,0,0,0,2,0,3,3,0,0,0,0,0,3,1,0,0,1,0
"loc820",0,2,0,0,12,0,0,0,1,13,1,0,0,2,1,1,0,0,0,1,0,0,1,1,8,0,0,1,0,0,0,0,1,0,2,2,0,0,0,2,1,3,1,1,3,5,1,1,0,0,0,1,1,0,2,0,1,3,0,0,1,0,1,7,8,1,2,2,0,0,0,5,5,2,8,3,1,1,1,1,1,1,5,0,0,5,0,1,0,0,0,0,1,2,0,0,1,2,0,2,0,1,3,1,2,3,0,9,1,2,0,7,1,2,3,0,5,5,1,2,0,1,2,4,4,2,1,6,1,3,1,1,1,0,8,2,4,2,3,0,0,0,5,3,0,0,0,4,0,0,0,0,1,0,10,5,0,4,0,0,3,4,0,0,1,3,3,0,6,0,5,1,5,0,3,0,1,6,0,0,1,0,0,0,0,4,0,4,4,0,0,0,2,1,5,1,1,1,0,0
"loc821",0,0,0,4,7,0,0,0,2,11,2,0,1,7,2,0,1,2,0,2,1,0,0,3,8,1,1,0,3,1,0,0,0,0,4,4,0,3,1,5,4,1,1,0,4,6,0,1,0,0,1,4,0,0,0,1,1,7,0,0,0,0,0,8,8,1,2,0,1,0,0,1,5,5,3,3,2,0,0,1,1,1,5,0,0,7,0,0,0,0,0,0,2,1,0,0,0,1,0,5,0,3,0,2,2,2,3,12,1,0,0,8,0,2,6,1,6,10,0,0,1,1,5,3,1,0,3,2,0,3,1,3,2,1,5,4,3,0,2,1,0,0,5,0,2,1,0,4,0,0,0,0,5,2,11,3,0,5,0,0,1,4,0,2,0,3,2,1,5,0,4,1,7,0,4,0,1,6,0,2,0,1,2,0,1,5,0,3,0,0,2,0,1,1,4,3,0,0,0,0
"loc822",0,0,2,0,8,0,0,7,0,5,1,0,1,1,3,2,0,0,2,0,0,1,7,2,1,0,0,0,0,1,4,2,0,1,2,2,0,0,0,1,1,0,0,1,0,6,0,0,0,0,1,3,0,0,3,0,0,1,0,0,2,1,0,4,2,0,0,1,2,1,2,0,2,1,2,1,0,0,0,0,0,4,2,2,1,4,0,0,0,0,0,2,0,2,0,0,1,1,2,2,1,0,1,1,0,1,1,3,0,0,0,3,3,0,2,1,3,3,0,0,1,2,0,1,1,0,2,0,0,1,1,1,3,0,1,4,2,0,1,1,0,1,0,1,2,2,0,2,3,0,0,0,6,0,2,1,1,4,0,1,1,2,0,1,0,0,1,1,3,2,3,0,2,0,4,0,3,2,0,2,0,0,0,0,0,1,0,2,3,0,0,1,0,0,1,0,0,4,0,0
"loc823",8,5,1,0,6,6,3,0,0,6,0,0,0,2,2,6,4,0,5,0,0,0,2,1,7,2,1,4,11,0,6,0,1,0,1,3,5,2,2,2,0,0,0,2,0,1,3,3,0,1,0,1,0,0,4,1,1,6,0,0,1,2,0,3,1,2,0,1,3,0,0,1,4,1,0,1,0,6,2,0,1,1,1,3,10,5,0,1,0,1,3,0,4,2,4,2,0,0,0,2,0,2,2,2,0,6,5,1,1,2,0,2,3,1,0,2,0,9,1,4,3,0,4,1,2,1,1,0,0,2,3,1,6,5,0,5,0,0,6,4,0,3,5,3,2,3,1,3,1,0,0,11,2,2,0,0,0,9,0,1,1,2,0,0,0,1,0,1,3,2,3,0,2,0,3,1,2,2,0,1,0,1,1,1,0,2,1,4,2,3,0,6,4,0,1,3,0,3,3,1
"loc824",12,0,0,0,0,21,0,0,0,0,0,1,1,0,0,10,8,1,6,0,0,0,0,0,1,7,8,4,6,0,2,0,0,0,0,1,7,3,3,0,0,0,0,2,0,2,5,3,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,2,0,0,5,2,0,0,0,0,2,0,0,1,6,1,1,0,1,0,3,11,0,1,0,0,1,6,0,4,3,3,0,1,0,0,0,1,1,1,0,3,2,7,0,0,0,1,0,0,0,1,2,4,5,6,0,1,0,2,1,5,0,0,0,0,1,0,5,15,3,0,1,0,0,8,6,0,7,1,1,0,2,1,0,2,2,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,1,0,2,3,5,1,6,5,0,0,0,0,6,3,2
"loc825",0,5,0,0,2,0,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,1,0,0,1,0,0,1,2,0,1,3,0,3,3,0,0,0,0,0,0,0,2,2,0,4,2,0,0,2,1,0,1,1,0,0,2,4,0,1,2,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,4,2,3,0,0,0,0,4,2,1,0,1,0,0,0,0,2,0,1,2,0,0,0,0,2,1,0,0,1,0,2,2,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,1,3,2,1,0,0,1,1,0,2,2,0,0,1,2,2,0,0,1,0,2,0,3,0,1,0,3,1,1,0,0,0,0,1,1,0,2,0,0,1,1
"loc826",0,0,0,0,9,0,0,0,0,16,2,0,0,1,2,1,0,0,0,0,0,0,1,3,3,0,1,1,0,0,0,0,0,0,1,8,0,0,1,1,3,1,0,0,7,5,0,0,0,0,0,4,0,0,2,0,0,6,0,0,5,1,0,7,3,0,2,0,0,0,0,3,2,4,4,3,0,0,1,0,0,1,6,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,5,1,0,0,0,0,6,1,0,0,4,1,0,3,0,3,6,0,0,0,2,3,4,1,0,2,1,0,4,3,2,0,0,6,3,2,0,1,0,0,0,7,1,0,0,0,3,0,0,0,0,5,1,5,7,0,5,0,0,2,4,0,0,1,3,2,0,6,0,6,1,7,0,6,0,1,4,0,5,0,0,0,0,0,3,0,3,3,0,1,0,0,1,3,1,0,0,0,0
"loc827",0,0,0,0,4,0,0,0,0,5,2,0,0,1,1,2,0,0,1,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,4,6,0,1,0,0,2,1,0,0,1,3,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,4,3,1,0,1,0,0,0,1,1,1,1,1,0,0,2,0,1,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,2,3,0,0,4,0,2,0,0,2,2,0,1,0,1,1,1,1,0,0,2,0,2,1,0,2,0,1,2,3,0,6,0,0,0,1,2,0,0,0,1,0,0,0,0,3,0,3,0,0,7,0,0,5,2,0,0,0,1,1,0,3,1,5,0,4,0,2,0,0,3,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,3,0,0,0,0
"loc828",6,0,1,1,4,1,0,2,2,11,0,2,4,0,0,6,1,0,1,0,2,2,0,3,1,3,1,2,5,0,2,2,0,0,2,7,2,3,1,3,1,3,2,0,1,7,3,2,0,1,1,0,0,0,0,0,1,2,0,0,2,3,0,3,1,0,1,1,2,2,2,0,3,0,0,0,0,4,0,0,0,2,7,1,3,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,2,2,1,1,4,1,4,1,0,1,5,3,2,2,1,2,1,1,2,0,3,2,6,0,0,1,0,0,1,1,1,4,1,1,8,0,2,2,1,1,3,1,0,0,2,2,1,1,1,1,7,1,0,1,1,2,3,0,0,1,3,1,1,0,1,2,2,4,2,1,0,3,0,2,0,1,2,0,1,0,0,0,0,0,1,0,2,4,1,9,2,1,2,1,2,0,0,3,0
"loc829",3,0,0,9,3,3,0,0,11,7,4,1,1,5,3,7,1,0,1,1,1,4,4,0,2,3,1,0,2,1,3,0,1,2,3,4,7,3,0,1,1,3,3,2,2,5,6,3,0,0,2,1,0,1,2,0,1,3,2,1,3,1,0,2,5,0,0,2,1,0,3,0,1,1,4,2,1,1,0,0,0,4,12,1,1,2,1,1,0,0,1,0,6,1,0,2,2,1,0,2,0,4,1,1,2,3,2,8,2,0,2,5,1,2,1,2,4,7,1,0,0,0,9,0,1,1,1,1,0,1,0,3,4,2,2,7,0,0,3,2,3,1,3,0,1,0,1,0,3,0,0,2,3,0,3,2,0,0,0,1,4,3,3,7,2,2,3,3,9,1,1,2,3,0,0,0,0,3,0,2,0,1,3,1,0,4,0,4,2,2,3,0,0,8,2,4,1,1,0,0
"loc830",0,0,0,0,12,0,0,0,0,17,0,0,1,5,2,0,0,0,1,0,0,1,2,6,6,0,0,0,0,1,0,0,0,0,2,5,0,1,0,1,2,2,0,1,2,0,0,0,0,0,0,6,0,1,2,0,0,2,1,0,5,0,0,8,8,1,4,0,0,1,1,7,7,5,5,4,0,0,5,0,0,0,7,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,3,0,2,1,0,8,2,0,1,5,0,0,1,0,4,2,0,0,0,0,1,4,2,0,2,1,0,4,0,0,1,1,4,3,5,0,1,0,0,1,6,1,0,1,0,3,1,0,0,0,6,0,7,5,1,7,0,1,6,0,0,0,0,6,2,0,10,0,8,1,12,0,2,0,0,2,0,4,0,0,0,0,0,1,0,2,3,0,1,1,0,0,0,2,0,0,0,1
"loc831",2,0,0,0,1,2,0,2,0,0,0,0,0,0,1,5,0,0,1,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,3,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,3,0,0,0,0,0,3,0,0,0,2,0,0,1,1,0,1,0,0,3,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,2,0,2,0,0,0,0,1,0,0,0,1,0,5,0,1,1,1,3,0,0,0,0,1,1,0
"loc832",0,0,0,0,8,0,0,0,1,19,1,1,2,3,1,0,0,0,0,0,1,1,2,3,4,1,0,0,1,1,0,0,3,0,4,5,0,1,0,1,1,2,1,0,1,7,0,0,0,0,1,3,1,0,3,0,2,4,0,1,0,1,1,10,8,1,3,0,0,1,0,4,2,1,0,1,1,1,3,0,0,0,3,0,0,4,0,1,0,0,0,1,1,2,2,0,2,0,0,0,0,3,2,0,2,2,2,10,0,0,0,4,0,2,3,1,3,3,1,0,1,0,2,1,1,1,2,3,0,2,0,0,1,1,4,3,4,0,7,1,0,0,2,2,0,0,0,1,0,0,0,0,6,0,10,6,0,7,0,1,5,4,0,2,0,2,1,0,4,0,8,0,8,0,3,0,5,4,0,3,0,1,1,0,0,5,1,5,3,0,0,1,0,2,4,1,1,2,1,0
"loc833",5,4,0,0,0,4,0,0,0,0,0,0,0,0,2,3,1,0,5,0,0,0,0,0,5,3,0,2,6,0,2,0,1,0,0,0,3,2,3,2,0,0,2,1,1,3,1,0,0,2,0,0,0,1,1,0,1,0,0,0,1,2,0,1,2,0,0,1,2,0,1,0,2,2,0,0,0,1,0,0,3,0,0,3,3,2,1,2,0,0,2,0,2,2,2,1,0,0,0,1,0,0,0,2,3,6,1,0,0,1,2,0,1,0,0,3,2,3,2,1,2,0,4,1,1,1,0,0,0,0,2,1,4,1,1,5,0,0,4,3,0,4,3,0,0,1,1,0,1,2,1,1,0,0,0,0,0,1,0,3,0,2,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,1,1,1,0,3,1,0,0,2,2,3,2
"loc834",0,0,0,0,1,0,0,0,0,6,0,0,1,1,1,1,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0,2,1,4,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,1,0,3,0,0,0,2,0,0,1,0,1,0,0,0,0,1,3,0,1,0,2,4,0,0,1,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,3,0,3,1,0,4,0,0,2,0,1,0,1,2,0,0,5,0,4,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
